xmin,ymin,xmax,ymax,name,file,width,height,class
157,44,186,78,with_mask,maksssksksss449.png,400,381,0
265,242,295,276,with_mask,maksssksksss449.png,400,381,0
222,40,272,84,with_mask,maksssksksss45.png,400,226,0
65,100,101,137,with_mask,maksssksksss450.png,400,283,0
175,110,207,148,with_mask,maksssksksss450.png,400,283,0
208,67,240,102,with_mask,maksssksksss450.png,400,283,0
327,95,360,130,with_mask,maksssksksss450.png,400,283,0
11,1,33,13,with_mask,maksssksksss451.png,400,273,0
120,7,141,28,with_mask,maksssksksss451.png,400,273,0
93,36,114,59,with_mask,maksssksksss451.png,400,273,0
126,37,152,67,with_mask,maksssksksss451.png,400,273,0
2,149,50,233,with_mask,maksssksksss451.png,400,273,0
210,61,233,84,without_mask,maksssksksss451.png,400,273,2
184,99,213,131,with_mask,maksssksksss451.png,400,273,0
265,25,287,52,with_mask,maksssksksss451.png,400,273,0
298,117,327,145,with_mask,maksssksksss451.png,400,273,0
363,86,386,108,with_mask,maksssksksss451.png,400,273,0
39,53,73,93,with_mask,maksssksksss452.png,400,289,0
129,66,156,96,with_mask,maksssksksss452.png,400,289,0
272,79,302,111,with_mask,maksssksksss452.png,400,289,0
26,140,49,169,with_mask,maksssksksss453.png,400,300,0
47,172,71,203,mask_weared_incorrect,maksssksksss453.png,400,300,1
97,273,131,300,without_mask,maksssksksss453.png,400,300,2
344,34,365,61,with_mask,maksssksksss453.png,400,300,0
339,77,359,111,with_mask,maksssksksss453.png,400,300,0
115,222,225,373,without_mask,maksssksksss455.png,301,400,2
171,70,232,141,with_mask,maksssksksss456.png,400,300,0
270,98,313,142,with_mask,maksssksksss457.png,400,300,0
189,60,228,100,with_mask,maksssksksss457.png,400,300,0
122,73,150,100,with_mask,maksssksksss457.png,400,300,0
6,68,41,109,without_mask,maksssksksss457.png,400,300,2
22,110,47,136,without_mask,maksssksksss458.png,400,267,2
105,86,149,143,with_mask,maksssksksss458.png,400,267,0
146,118,182,159,with_mask,maksssksksss458.png,400,267,0
60,67,115,117,with_mask,maksssksksss459.png,298,400,0
185,77,239,134,mask_weared_incorrect,maksssksksss459.png,298,400,1
17,37,41,59,with_mask,maksssksksss46.png,400,226,0
326,30,348,51,with_mask,maksssksksss46.png,400,226,0
26,58,53,94,with_mask,maksssksksss460.png,400,267,0
111,50,133,76,with_mask,maksssksksss460.png,400,267,0
307,80,328,104,with_mask,maksssksksss460.png,400,267,0
218,185,263,229,with_mask,maksssksksss461.png,400,268,0
300,124,347,176,with_mask,maksssksksss461.png,400,268,0
368,135,395,196,with_mask,maksssksksss461.png,400,268,0
369,47,395,81,with_mask,maksssksksss461.png,400,268,0
244,117,281,159,with_mask,maksssksksss461.png,400,268,0
141,80,186,128,with_mask,maksssksksss461.png,400,268,0
119,38,148,73,with_mask,maksssksksss462.png,268,400,0
136,101,258,226,with_mask,maksssksksss463.png,365,400,0
188,111,218,146,with_mask,maksssksksss464.png,400,300,0
231,42,297,128,with_mask,maksssksksss465.png,400,300,0
71,60,122,111,with_mask,maksssksksss466.png,400,267,0
265,53,310,104,with_mask,maksssksksss466.png,400,267,0
56,89,98,127,with_mask,maksssksksss467.png,400,290,0
181,62,215,95,with_mask,maksssksksss467.png,400,290,0
291,61,318,91,with_mask,maksssksksss467.png,400,290,0
318,91,348,120,with_mask,maksssksksss467.png,400,290,0
166,100,243,175,with_mask,maksssksksss469.png,400,298,0
254,125,315,172,with_mask,maksssksksss469.png,400,298,0
152,64,285,207,with_mask,maksssksksss47.png,400,268,0
52,28,100,75,with_mask,maksssksksss470.png,400,200,0
95,63,123,91,with_mask,maksssksksss470.png,400,200,0
151,58,188,101,with_mask,maksssksksss470.png,400,200,0
276,40,304,88,with_mask,maksssksksss470.png,400,200,0
65,71,100,113,with_mask,maksssksksss471.png,400,300,0
168,35,194,68,without_mask,maksssksksss471.png,400,300,2
363,52,386,75,with_mask,maksssksksss471.png,400,300,0
336,78,357,95,with_mask,maksssksksss471.png,400,300,0
220,68,256,117,with_mask,maksssksksss472.png,400,300,0
110,49,144,83,with_mask,maksssksksss473.png,400,203,0
244,28,276,67,with_mask,maksssksksss473.png,400,203,0
300,75,332,112,with_mask,maksssksksss473.png,400,203,0
1,163,32,198,with_mask,maksssksksss474.png,400,267,0
49,159,76,183,with_mask,maksssksksss474.png,400,267,0
154,45,178,67,with_mask,maksssksksss474.png,400,267,0
238,21,260,47,with_mask,maksssksksss474.png,400,267,0
45,69,73,96,with_mask,maksssksksss475.png,400,267,0
109,80,134,109,with_mask,maksssksksss475.png,400,267,0
164,64,198,100,with_mask,maksssksksss475.png,400,267,0
243,96,267,127,with_mask,maksssksksss475.png,400,267,0
350,67,372,105,with_mask,maksssksksss475.png,400,267,0
353,17,381,51,with_mask,maksssksksss476.png,400,267,0
210,40,238,68,with_mask,maksssksksss476.png,400,267,0
17,72,41,97,with_mask,maksssksksss476.png,400,267,0
105,61,129,86,with_mask,maksssksksss476.png,400,267,0
94,116,118,152,with_mask,maksssksksss476.png,400,267,0
116,110,143,138,without_mask,maksssksksss476.png,400,267,2
57,90,78,111,without_mask,maksssksksss477.png,400,267,2
45,138,65,157,with_mask,maksssksksss477.png,400,267,0
162,73,182,91,with_mask,maksssksksss477.png,400,267,0
168,144,189,165,with_mask,maksssksksss477.png,400,267,0
319,36,339,53,with_mask,maksssksksss477.png,400,267,0
308,162,328,173,with_mask,maksssksksss477.png,400,267,0
36,102,157,243,with_mask,maksssksksss478.png,400,400,0
246,134,362,250,with_mask,maksssksksss478.png,400,400,0
133,189,243,341,with_mask,maksssksksss480.png,301,400,0
13,87,35,108,with_mask,maksssksksss481.png,400,267,0
39,92,65,118,with_mask,maksssksksss481.png,400,267,0
208,67,235,97,with_mask,maksssksksss481.png,400,267,0
115,47,157,87,with_mask,maksssksksss483.png,400,267,0
186,90,231,130,with_mask,maksssksksss483.png,400,267,0
307,42,347,84,with_mask,maksssksksss483.png,400,267,0
69,64,89,81,without_mask,maksssksksss483.png,400,267,2
82,52,141,115,mask_weared_incorrect,maksssksksss484.png,267,400,1
142,70,164,92,with_mask,maksssksksss486.png,400,217,0
192,90,212,109,with_mask,maksssksksss486.png,400,217,0
51,61,121,133,with_mask,maksssksksss487.png,400,267,0
159,79,218,140,with_mask,maksssksksss487.png,400,267,0
215,81,270,139,with_mask,maksssksksss487.png,400,267,0
288,58,349,119,with_mask,maksssksksss487.png,400,267,0
188,51,211,76,with_mask,maksssksksss488.png,400,267,0
41,54,64,78,with_mask,maksssksksss488.png,400,267,0
46,37,66,55,with_mask,maksssksksss489.png,400,211,0
129,51,158,70,without_mask,maksssksksss489.png,400,211,2
290,46,317,64,without_mask,maksssksksss489.png,400,211,2
342,41,363,58,without_mask,maksssksksss489.png,400,211,2
20,54,41,72,with_mask,maksssksksss49.png,400,225,0
85,149,212,280,with_mask,maksssksksss490.png,301,400,0
60,154,161,278,with_mask,maksssksksss492.png,301,400,0
62,165,182,315,with_mask,maksssksksss493.png,301,400,0
91,80,163,158,with_mask,maksssksksss494.png,267,400,0
1,47,26,97,without_mask,maksssksksss495.png,400,225,2
77,24,134,98,mask_weared_incorrect,maksssksksss495.png,400,225,1
224,70,267,121,with_mask,maksssksksss495.png,400,225,0
274,61,330,122,without_mask,maksssksksss495.png,400,225,2
329,117,388,181,with_mask,maksssksksss495.png,400,225,0
92,46,112,67,with_mask,maksssksksss498.png,400,272,0
355,67,375,90,with_mask,maksssksksss498.png,400,272,0
101,24,132,62,without_mask,maksssksksss499.png,400,226,2
222,44,253,77,with_mask,maksssksksss499.png,400,226,0
118,54,161,96,with_mask,maksssksksss5.png,400,266,0
192,106,229,144,without_mask,maksssksksss5.png,400,266,2
249,95,291,139,with_mask,maksssksksss5.png,400,266,0
206,83,238,114,with_mask,maksssksksss50.png,400,292,0
226,51,262,82,with_mask,maksssksksss50.png,400,292,0
113,230,216,368,with_mask,maksssksksss500.png,301,400,0
1,41,43,125,with_mask,maksssksksss501.png,400,255,0
48,39,118,124,with_mask,maksssksksss501.png,400,255,0
162,47,221,123,with_mask,maksssksksss501.png,400,255,0
242,30,298,105,with_mask,maksssksksss501.png,400,255,0
301,51,351,118,with_mask,maksssksksss501.png,400,255,0
357,65,401,132,with_mask,maksssksksss501.png,400,255,0
55,72,115,136,without_mask,maksssksksss502.png,400,225,2
112,85,155,136,with_mask,maksssksksss502.png,400,225,0
181,56,243,126,without_mask,maksssksksss502.png,400,225,2
347,107,398,167,with_mask,maksssksksss502.png,400,225,0
196,141,240,182,with_mask,maksssksksss503.png,400,289,0
245,68,294,122,with_mask,maksssksksss503.png,400,289,0
31,170,135,296,with_mask,maksssksksss504.png,301,400,0
79,79,272,269,with_mask,maksssksksss506.png,500,500,0
131,55,250,175,with_mask,maksssksksss507.png,400,200,0
69,96,146,173,with_mask,maksssksksss508.png,400,240,0
253,90,319,164,with_mask,maksssksksss508.png,400,240,0
151,1,242,57,with_mask,maksssksksss509.png,400,225,0
27,32,93,101,with_mask,maksssksksss510.png,400,267,0
165,86,189,111,with_mask,maksssksksss510.png,400,267,0
231,89,259,127,with_mask,maksssksksss510.png,400,267,0
288,90,329,123,with_mask,maksssksksss510.png,400,267,0
152,100,241,182,with_mask,maksssksksss511.png,400,294,0
19,46,40,69,with_mask,maksssksksss512.png,400,280,0
98,26,132,64,with_mask,maksssksksss512.png,400,280,0
172,41,198,70,with_mask,maksssksksss512.png,400,280,0
285,47,316,81,with_mask,maksssksksss512.png,400,280,0
75,45,106,83,with_mask,maksssksksss513.png,267,400,0
112,39,140,68,with_mask,maksssksksss513.png,267,400,0
184,49,213,80,with_mask,maksssksksss513.png,267,400,0
57,198,164,330,with_mask,maksssksksss515.png,301,400,0
89,81,111,111,with_mask,maksssksksss516.png,400,225,0
128,62,158,92,with_mask,maksssksksss516.png,400,225,0
158,58,178,82,with_mask,maksssksksss516.png,400,225,0
192,50,221,83,with_mask,maksssksksss516.png,400,225,0
254,78,284,108,with_mask,maksssksksss516.png,400,225,0
62,135,92,158,with_mask,maksssksksss517.png,400,267,0
236,97,257,123,with_mask,maksssksksss517.png,400,267,0
133,82,157,109,with_mask,maksssksksss519.png,400,267,0
217,76,243,103,with_mask,maksssksksss519.png,400,267,0
37,166,84,214,without_mask,maksssksksss52.png,400,225,2
6,117,47,149,without_mask,maksssksksss52.png,400,225,2
2,77,35,99,with_mask,maksssksksss52.png,400,225,0
39,65,75,103,with_mask,maksssksksss52.png,400,225,0
92,74,129,113,without_mask,maksssksksss52.png,400,225,2
116,132,161,175,with_mask,maksssksksss52.png,400,225,0
161,130,195,163,with_mask,maksssksksss52.png,400,225,0
209,119,262,170,with_mask,maksssksksss52.png,400,225,0
131,67,157,97,without_mask,maksssksksss52.png,400,225,2
168,57,196,85,mask_weared_incorrect,maksssksksss52.png,400,225,1
221,51,246,77,without_mask,maksssksksss52.png,400,225,2
74,31,96,53,without_mask,maksssksksss52.png,400,225,2
1,34,24,61,with_mask,maksssksksss52.png,400,225,0
260,74,285,97,with_mask,maksssksksss52.png,400,225,0
284,111,316,150,with_mask,maksssksksss52.png,400,225,0
303,147,352,203,with_mask,maksssksksss52.png,400,225,0
328,51,352,77,with_mask,maksssksksss52.png,400,225,0
286,73,307,90,with_mask,maksssksksss52.png,400,225,0
42,173,154,304,with_mask,maksssksksss520.png,301,400,0
365,118,389,148,with_mask,maksssksksss524.png,400,292,0
318,63,345,88,with_mask,maksssksksss524.png,400,292,0
259,90,291,123,with_mask,maksssksksss524.png,400,292,0
211,116,240,148,with_mask,maksssksksss524.png,400,292,0
133,116,162,151,with_mask,maksssksksss524.png,400,292,0
192,95,216,118,with_mask,maksssksksss524.png,400,292,0
89,112,113,134,with_mask,maksssksksss524.png,400,292,0
33,137,62,171,with_mask,maksssksksss524.png,400,292,0
10,100,32,123,with_mask,maksssksksss524.png,400,292,0
85,55,108,76,with_mask,maksssksksss524.png,400,292,0
133,39,154,61,with_mask,maksssksksss524.png,400,292,0
46,40,69,62,with_mask,maksssksksss524.png,400,292,0
319,128,486,307,mask_weared_incorrect,maksssksksss525.png,600,399,1
165,85,200,120,with_mask,maksssksksss526.png,400,263,0
26,57,46,81,without_mask,maksssksksss527.png,400,225,2
141,111,165,137,without_mask,maksssksksss527.png,400,225,2
190,76,219,106,with_mask,maksssksksss527.png,400,225,0
248,54,269,72,without_mask,maksssksksss527.png,400,225,2
244,82,270,108,without_mask,maksssksksss527.png,400,225,2
43,169,149,308,without_mask,maksssksksss528.png,301,400,2
135,53,164,83,with_mask,maksssksksss529.png,400,226,0
239,53,278,91,with_mask,maksssksksss529.png,400,226,0
82,63,103,87,with_mask,maksssksksss53.png,400,226,0
194,30,216,56,with_mask,maksssksksss53.png,400,226,0
200,91,234,128,with_mask,maksssksksss53.png,400,226,0
92,201,172,322,with_mask,maksssksksss531.png,301,400,0
71,197,169,322,with_mask,maksssksksss532.png,301,400,0
101,203,205,347,with_mask,maksssksksss533.png,301,400,0
112,124,132,148,with_mask,maksssksksss534.png,400,267,0
93,32,118,63,with_mask,maksssksksss535.png,400,261,0
122,80,142,104,with_mask,maksssksksss538.png,400,225,0
249,57,275,86,with_mask,maksssksksss538.png,400,225,0
372,191,392,205,with_mask,maksssksksss539.png,400,267,0
119,40,157,80,with_mask,maksssksksss54.png,400,267,0
197,68,227,110,with_mask,maksssksksss54.png,400,267,0
316,81,338,113,with_mask,maksssksksss54.png,400,267,0
104,144,213,285,with_mask,maksssksksss541.png,301,400,0
163,47,239,137,with_mask,maksssksksss542.png,400,210,0
328,33,350,57,with_mask,maksssksksss545.png,400,267,0
37,63,59,88,mask_weared_incorrect,maksssksksss545.png,400,267,1
179,40,205,67,mask_weared_incorrect,maksssksksss545.png,400,267,1
68,67,90,91,without_mask,maksssksksss545.png,400,267,2
192,31,212,51,with_mask,maksssksksss547.png,400,267,0
185,79,215,110,with_mask,maksssksksss548.png,400,300,0
145,98,181,132,with_mask,maksssksksss549.png,400,283,0
118,78,239,204,with_mask,maksssksksss550.png,350,350,0
41,56,82,99,with_mask,maksssksksss551.png,400,267,0
149,108,186,146,with_mask,maksssksksss551.png,400,267,0
255,146,290,184,with_mask,maksssksksss551.png,400,267,0
342,143,378,178,with_mask,maksssksksss551.png,400,267,0
203,114,241,149,with_mask,maksssksksss551.png,400,267,0
155,37,228,111,with_mask,maksssksksss552.png,400,267,0
143,190,207,293,with_mask,maksssksksss553.png,301,400,0
167,50,193,83,with_mask,maksssksksss554.png,400,281,0
229,24,265,71,with_mask,maksssksksss554.png,400,281,0
265,57,289,89,with_mask,maksssksksss554.png,400,281,0
81,57,104,78,with_mask,maksssksksss556.png,400,198,0
106,37,136,66,with_mask,maksssksksss556.png,400,198,0
150,58,177,87,with_mask,maksssksksss556.png,400,198,0
130,118,155,146,with_mask,maksssksksss556.png,400,198,0
180,160,205,186,with_mask,maksssksksss556.png,400,198,0
279,34,309,66,with_mask,maksssksksss556.png,400,198,0
347,1,377,29,with_mask,maksssksksss556.png,400,198,0
376,7,400,40,with_mask,maksssksksss556.png,400,198,0
58,167,173,317,with_mask,maksssksksss557.png,301,400,0
85,118,126,161,with_mask,maksssksksss558.png,400,226,0
108,74,134,98,without_mask,maksssksksss558.png,400,226,2
148,100,182,133,with_mask,maksssksksss558.png,400,226,0
198,72,241,120,with_mask,maksssksksss558.png,400,226,0
241,75,275,116,with_mask,maksssksksss558.png,400,226,0
357,30,379,53,with_mask,maksssksksss558.png,400,226,0
299,79,328,111,with_mask,maksssksksss558.png,400,226,0
371,84,398,115,with_mask,maksssksksss558.png,400,226,0
275,187,329,225,with_mask,maksssksksss558.png,400,226,0
7,215,50,256,with_mask,maksssksksss559.png,400,256,0
64,190,92,219,with_mask,maksssksksss559.png,400,256,0
96,161,148,220,with_mask,maksssksksss559.png,400,256,0
183,137,214,179,with_mask,maksssksksss559.png,400,256,0
257,124,298,165,with_mask,maksssksksss559.png,400,256,0
191,105,258,183,with_mask,maksssksksss56.png,400,267,0
179,126,219,165,with_mask,maksssksksss560.png,400,267,0
63,85,94,118,with_mask,maksssksksss564.png,400,226,0
129,106,185,172,without_mask,maksssksksss564.png,400,226,2
25,64,49,91,with_mask,maksssksksss564.png,400,226,0
78,65,100,85,without_mask,maksssksksss564.png,400,226,2
103,50,124,68,with_mask,maksssksksss564.png,400,226,0
128,45,152,64,with_mask,maksssksksss564.png,400,226,0
161,56,181,74,with_mask,maksssksksss564.png,400,226,0
178,69,201,93,with_mask,maksssksksss564.png,400,226,0
252,86,289,121,with_mask,maksssksksss564.png,400,226,0
306,183,333,225,with_mask,maksssksksss564.png,400,226,0
319,103,354,142,with_mask,maksssksksss564.png,400,226,0
317,54,344,77,with_mask,maksssksksss564.png,400,226,0
134,191,229,316,without_mask,maksssksksss565.png,301,400,2
101,76,128,101,with_mask,maksssksksss566.png,400,300,0
267,74,290,99,with_mask,maksssksksss566.png,400,300,0
80,61,116,100,with_mask,maksssksksss567.png,400,267,0
228,42,260,80,with_mask,maksssksksss567.png,400,267,0
304,47,339,84,with_mask,maksssksksss567.png,400,267,0
35,69,55,91,without_mask,maksssksksss567.png,400,267,2
101,195,194,308,with_mask,maksssksksss568.png,301,400,0
161,97,197,149,with_mask,maksssksksss569.png,400,226,0
101,251,162,355,with_mask,maksssksksss57.png,301,400,0
148,130,176,161,with_mask,maksssksksss570.png,400,266,0
233,126,261,155,with_mask,maksssksksss570.png,400,266,0
108,115,131,137,without_mask,maksssksksss570.png,400,266,2
109,115,142,150,with_mask,maksssksksss572.png,400,225,0
168,9,199,42,with_mask,maksssksksss572.png,400,225,0
194,48,231,86,with_mask,maksssksksss572.png,400,225,0
216,21,246,54,with_mask,maksssksksss572.png,400,225,0
279,69,300,91,with_mask,maksssksksss572.png,400,225,0
337,73,357,95,with_mask,maksssksksss572.png,400,225,0
92,17,140,74,with_mask,maksssksksss574.png,400,225,0
192,61,230,102,with_mask,maksssksksss574.png,400,225,0
250,107,273,132,with_mask,maksssksksss574.png,400,225,0
281,127,302,145,with_mask,maksssksksss574.png,400,225,0
313,107,333,129,with_mask,maksssksksss574.png,400,225,0
170,43,195,69,with_mask,maksssksksss575.png,400,225,0
234,153,258,186,without_mask,maksssksksss575.png,400,225,2
105,70,180,155,with_mask,maksssksksss576.png,400,295,0
176,79,259,175,with_mask,maksssksksss576.png,400,295,0
323,69,348,92,with_mask,maksssksksss577.png,400,267,0
191,117,222,154,with_mask,maksssksksss578.png,400,282,0
307,123,340,161,with_mask,maksssksksss578.png,400,282,0
150,26,193,86,with_mask,maksssksksss579.png,400,226,0
204,127,245,175,with_mask,maksssksksss579.png,400,226,0
187,49,220,84,with_mask,maksssksksss58.png,400,267,0
100,57,148,100,with_mask,maksssksksss580.png,267,400,0
86,194,195,340,with_mask,maksssksksss581.png,301,400,0
160,127,321,309,with_mask,maksssksksss582.png,400,400,0
157,67,237,164,with_mask,maksssksksss583.png,400,225,0
34,57,106,132,with_mask,maksssksksss583.png,400,225,0
2,44,33,81,with_mask,maksssksksss584.png,400,267,0
83,84,112,118,with_mask,maksssksksss584.png,400,267,0
152,104,181,136,with_mask,maksssksksss584.png,400,267,0
218,92,243,127,with_mask,maksssksksss584.png,400,267,0
268,94,297,121,with_mask,maksssksksss584.png,400,267,0
316,96,342,122,with_mask,maksssksksss584.png,400,267,0
359,92,381,116,without_mask,maksssksksss584.png,400,267,2
189,74,216,98,without_mask,maksssksksss584.png,400,267,2
7,116,55,163,without_mask,maksssksksss585.png,400,399,2
110,112,161,161,with_mask,maksssksksss585.png,400,399,0
162,134,227,210,with_mask,maksssksksss585.png,400,399,0
229,120,255,160,without_mask,maksssksksss585.png,400,399,2
267,143,326,200,with_mask,maksssksksss585.png,400,399,0
343,129,400,183,without_mask,maksssksksss585.png,400,399,2
111,106,146,164,with_mask,maksssksksss586.png,400,267,0
194,115,224,164,with_mask,maksssksksss586.png,400,267,0
22,120,50,161,with_mask,maksssksksss586.png,400,267,0
69,152,99,181,with_mask,maksssksksss587.png,400,312,0
208,24,247,58,with_mask,maksssksksss587.png,400,312,0
81,109,104,138,with_mask,maksssksksss588.png,400,267,0
326,122,354,152,with_mask,maksssksksss588.png,400,267,0
88,95,178,185,with_mask,maksssksksss589.png,267,400,0
66,189,172,316,with_mask,maksssksksss590.png,301,400,0
137,101,195,172,with_mask,maksssksksss591.png,400,267,0
121,227,384,495,with_mask,maksssksksss592.png,600,600,0
75,107,126,185,with_mask,maksssksksss593.png,400,226,0
122,78,183,141,with_mask,maksssksksss593.png,400,226,0
196,98,235,148,with_mask,maksssksksss593.png,400,226,0
11,64,40,94,with_mask,maksssksksss594.png,400,267,0
88,61,119,95,with_mask,maksssksksss594.png,400,267,0
184,49,210,83,with_mask,maksssksksss594.png,400,267,0
217,64,246,97,with_mask,maksssksksss594.png,400,267,0
243,52,271,78,with_mask,maksssksksss594.png,400,267,0
276,42,311,70,with_mask,maksssksksss594.png,400,267,0
322,35,346,66,with_mask,maksssksksss594.png,400,267,0
353,26,384,61,with_mask,maksssksksss594.png,400,267,0
101,151,228,327,with_mask,maksssksksss596.png,301,400,0
295,125,317,149,with_mask,maksssksksss597.png,400,267,0
344,115,366,142,with_mask,maksssksksss597.png,400,267,0
111,203,221,355,with_mask,maksssksksss598.png,301,400,0
78,176,178,304,with_mask,maksssksksss60.png,301,400,0
143,77,252,184,with_mask,maksssksksss600.png,400,250,0
84,163,184,300,with_mask,maksssksksss601.png,301,400,0
73,58,121,109,with_mask,maksssksksss604.png,400,226,0
247,40,304,94,with_mask,maksssksksss604.png,400,226,0
132,47,159,81,with_mask,maksssksksss605.png,267,400,0
224,102,256,135,with_mask,maksssksksss606.png,400,267,0
133,126,158,149,with_mask,maksssksksss606.png,400,267,0
67,70,146,161,with_mask,maksssksksss607.png,400,277,0
117,7,141,26,with_mask,maksssksksss61.png,400,273,0
11,1,33,12,with_mask,maksssksksss61.png,400,273,0
93,37,114,59,with_mask,maksssksksss61.png,400,273,0
125,37,153,65,with_mask,maksssksksss61.png,400,273,0
209,61,233,84,without_mask,maksssksksss61.png,400,273,2
264,27,287,53,with_mask,maksssksksss61.png,400,273,0
295,117,328,146,with_mask,maksssksksss61.png,400,273,0
361,86,386,109,with_mask,maksssksksss61.png,400,273,0
185,99,213,130,with_mask,maksssksksss61.png,400,273,0
117,66,141,93,with_mask,maksssksksss610.png,400,210,0
192,22,227,63,with_mask,maksssksksss610.png,400,210,0
173,88,296,231,with_mask,maksssksksss612.png,400,295,0
176,141,197,166,with_mask,maksssksksss613.png,400,267,0
238,131,260,152,with_mask,maksssksksss613.png,400,267,0
103,197,207,332,with_mask,maksssksksss614.png,301,400,0
267,76,288,101,with_mask,maksssksksss616.png,400,267,0
337,83,361,107,with_mask,maksssksksss616.png,400,267,0
157,108,244,208,with_mask,maksssksksss617.png,400,399,0
151,115,172,135,with_mask,maksssksksss619.png,400,301,0
241,126,262,146,with_mask,maksssksksss619.png,400,301,0
72,76,102,105,with_mask,maksssksksss620.png,400,267,0
140,68,167,95,with_mask,maksssksksss620.png,400,267,0
215,69,238,94,with_mask,maksssksksss620.png,400,267,0
363,126,385,147,without_mask,maksssksksss620.png,400,267,2
14,52,68,137,without_mask,maksssksksss621.png,400,226,2
162,111,192,137,with_mask,maksssksksss621.png,400,226,0
299,46,386,141,with_mask,maksssksksss621.png,400,226,0
138,66,171,99,with_mask,maksssksksss622.png,400,300,0
267,59,299,86,with_mask,maksssksksss622.png,400,300,0
322,76,342,100,with_mask,maksssksksss622.png,400,300,0
352,62,380,94,with_mask,maksssksksss622.png,400,300,0
4,202,30,230,with_mask,maksssksksss623.png,400,245,0
38,179,64,206,with_mask,maksssksksss623.png,400,245,0
57,164,78,187,mask_weared_incorrect,maksssksksss623.png,400,245,1
23,2,43,22,without_mask,maksssksksss623.png,400,245,2
109,9,130,29,with_mask,maksssksksss623.png,400,245,0
93,58,115,75,with_mask,maksssksksss623.png,400,245,0
136,214,164,240,with_mask,maksssksksss623.png,400,245,0
195,173,220,193,with_mask,maksssksksss623.png,400,245,0
212,190,241,215,with_mask,maksssksksss623.png,400,245,0
188,94,211,117,with_mask,maksssksksss623.png,400,245,0
181,58,206,79,with_mask,maksssksksss623.png,400,245,0
185,28,208,46,with_mask,maksssksksss623.png,400,245,0
254,56,275,78,with_mask,maksssksksss623.png,400,245,0
287,55,310,78,with_mask,maksssksksss623.png,400,245,0
359,149,387,167,with_mask,maksssksksss623.png,400,245,0
345,75,369,95,with_mask,maksssksksss623.png,400,245,0
95,195,193,338,without_mask,maksssksksss624.png,301,400,2
191,96,244,148,with_mask,maksssksksss625.png,400,277,0
42,27,69,52,without_mask,maksssksksss627.png,400,225,2
204,14,225,39,with_mask,maksssksksss627.png,400,225,0
142,34,166,55,without_mask,maksssksksss627.png,400,225,2
130,63,161,96,with_mask,maksssksksss627.png,400,225,0
68,75,93,91,without_mask,maksssksksss627.png,400,225,2
36,167,63,194,mask_weared_incorrect,maksssksksss627.png,400,225,1
109,91,139,125,mask_weared_incorrect,maksssksksss627.png,400,225,1
169,77,213,121,mask_weared_incorrect,maksssksksss627.png,400,225,1
256,44,282,72,with_mask,maksssksksss627.png,400,225,0
327,41,365,80,with_mask,maksssksksss627.png,400,225,0
263,132,310,182,with_mask,maksssksksss627.png,400,225,0
175,89,196,120,with_mask,maksssksksss628.png,400,262,0
130,235,234,380,with_mask,maksssksksss629.png,301,400,0
131,86,259,216,with_mask,maksssksksss63.png,400,226,0
92,233,151,338,with_mask,maksssksksss630.png,301,400,0
94,57,167,131,with_mask,maksssksksss632.png,267,400,0
269,138,324,190,with_mask,maksssksksss633.png,400,400,0
126,62,147,91,mask_weared_incorrect,maksssksksss634.png,400,300,1
79,112,232,318,with_mask,maksssksksss635.png,301,400,0
76,94,99,121,with_mask,maksssksksss636.png,400,300,0
163,113,187,133,with_mask,maksssksksss636.png,400,300,0
162,24,192,54,with_mask,maksssksksss637.png,400,226,0
176,109,202,127,with_mask,maksssksksss637.png,400,226,0
261,36,287,63,with_mask,maksssksksss637.png,400,226,0
53,100,108,158,with_mask,maksssksksss638.png,400,264,0
279,95,360,181,with_mask,maksssksksss638.png,400,264,0
32,35,89,96,with_mask,maksssksksss639.png,400,226,0
241,56,261,77,with_mask,maksssksksss639.png,400,226,0
336,47,367,80,with_mask,maksssksksss639.png,400,226,0
151,41,171,61,with_mask,maksssksksss64.png,400,225,0
306,21,326,42,with_mask,maksssksksss64.png,400,225,0
21,48,77,104,with_mask,maksssksksss640.png,400,210,0
118,84,163,131,with_mask,maksssksksss640.png,400,210,0
157,113,189,146,with_mask,maksssksksss640.png,400,210,0
172,65,202,95,with_mask,maksssksksss640.png,400,210,0
195,103,240,150,with_mask,maksssksksss640.png,400,210,0
260,129,302,173,with_mask,maksssksksss640.png,400,210,0
364,84,399,121,mask_weared_incorrect,maksssksksss640.png,400,210,1
12,240,36,269,without_mask,maksssksksss641.png,267,400,2
66,200,108,248,without_mask,maksssksksss641.png,267,400,2
138,100,182,158,with_mask,maksssksksss642.png,252,400,0
131,126,277,284,with_mask,maksssksksss643.png,400,400,0
52,198,172,337,with_mask,maksssksksss644.png,301,400,0
53,184,173,323,with_mask,maksssksksss645.png,301,400,0
91,188,201,334,with_mask,maksssksksss646.png,301,400,0
21,40,66,87,mask_weared_incorrect,maksssksksss647.png,400,265,1
150,75,182,109,with_mask,maksssksksss647.png,400,265,0
229,85,268,128,with_mask,maksssksksss647.png,400,265,0
186,52,214,82,with_mask,maksssksksss647.png,400,265,0
317,47,350,81,without_mask,maksssksksss647.png,400,265,2
361,23,397,53,with_mask,maksssksksss647.png,400,265,0
368,58,400,96,with_mask,maksssksksss647.png,400,265,0
194,24,225,62,with_mask,maksssksksss648.png,400,267,0
